NUM,Year,Player,Team,Notes,Pos,Age,G,GS,MP,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,INJ_IN_YR,TOT_INJ,INJ_TO_USG,MPG,INJ_TO_MIN
3101,2012,Kevin Seraphin,Wizards,dental procedure (DNP),C,22,57,21,1176,15.8,0.549,0.003,0.183,9.8,17.1,13.4,4.8,0.8,5,13.8,18.2,1.2,1.1,2.3,0.094,-1.8,0.5,-1.3,0.2,203,382,0.531,0,1,0,203,381,0.533,0.531,47,70,0.671,103,177,280,33,19,76,66,133,453,3,24,16.484,20.63,0.15
3102,2012,Kevin Seraphin,Wizards,activated from IL,C,22,57,21,1176,15.8,0.549,0.003,0.183,9.8,17.1,13.4,4.8,0.8,5,13.8,18.2,1.2,1.1,2.3,0.094,-1.8,0.5,-1.3,0.2,203,382,0.531,0,1,0,203,381,0.533,0.531,47,70,0.671,103,177,280,33,19,76,66,133,453,3,24,16.484,20.63,0.15
3103,2012,Kevin Seraphin,Wizards,placed on IL with strained right calf,C,22,57,21,1176,15.8,0.549,0.003,0.183,9.8,17.1,13.4,4.8,0.8,5,13.8,18.2,1.2,1.1,2.3,0.094,-1.8,0.5,-1.3,0.2,203,382,0.531,0,1,0,203,381,0.533,0.531,47,70,0.671,103,177,280,33,19,76,66,133,453,3,24,16.484,20.63,0.15
3104,2012,Keyon Dooling,Celtics,activated from IL,SG,31,46,2,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-2.7,-1.2,-3.9,-0.3,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,5,8,32.68,14.39,0.35
3105,2012,Keyon Dooling,Celtics,right hip pointer (DNP),SG,31,46,2,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-2.7,-1.2,-3.9,-0.3,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,5,8,32.68,14.39,0.35
3106,2012,Keyon Dooling,Celtics,activated from IL,SG,31,46,2,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-2.7,-1.2,-3.9,-0.3,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,5,8,32.68,14.39,0.35
3107,2012,Keyon Dooling,Celtics,placed on IL with knee injury,SG,31,46,2,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-2.7,-1.2,-3.9,-0.3,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,5,8,32.68,14.39,0.35
3108,2012,Keyon Dooling,Celtics,placed on IL with right hip pointer,SG,31,46,2,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,-0.2,0.8,0.6,0.042,-2.7,-1.2,-3.9,-0.3,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,5,8,32.68,14.39,0.35
3109,2012,Kirk Hinrich,Hawks,activated from IL,SG,31,48,31,1237,9.2,0.511,0.461,0.108,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,0.4,1.4,1.8,0.069,-1.4,-0.1,-1.4,0.2,122,295,0.414,47,136,0.346,75,159,0.472,0.493,25,32,0.781,11,90,101,132,38,11,58,100,316,1,58,7.194,25.77,0.04
3110,2012,Kobe Bryant,Lakers,bruised left shin (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3111,2012,Kobe Bryant,Lakers,left shin injury (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3112,2012,Kobe Bryant,Lakers,sore left shin (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3113,2012,Kobe Bryant,Lakers,left shin injury (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3114,2012,Kobe Bryant,Lakers,rest (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3115,2012,Kobe Bryant,Lakers,left shin injury (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3116,2012,Kobe Bryant,Lakers,left shin injury (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3117,2012,Kobe Bryant,Lakers,left shin injury (DNP),SG,33,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2,6.2,0.132,3.6,-1.4,2.3,2.4,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,8,52,22.409,38.48,0.21
3118,2012,Kosta Koufos,Nuggets,placed on IL with knee injury,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3119,2012,Kosta Koufos,Nuggets,activated from IL,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3120,2012,Kosta Koufos,Nuggets,activated from IL,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3121,2012,Kosta Koufos,Nuggets,placed on IL (F),C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3122,2012,Kosta Koufos,Nuggets,placed on IL with illness,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3123,2012,Kosta Koufos,Nuggets,strained left knee (DNP) (F P),C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3124,2012,Kosta Koufos,Nuggets,activated from IL,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3125,2012,Kosta Koufos,Nuggets,placed on IL with left knee tendinitis,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3126,2012,Kosta Koufos,Nuggets,activated from IL,C,22,48,24,792,17.3,0.608,0,0.286,14.4,23.3,19,2.9,1.5,4.1,13.2,14,1.7,1,2.7,0.163,0,1,1,0.6,115,192,0.599,0,0,NA,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,9,27,64.286,16.5,0.55
3127,2012,Kris Humphries,Nets,activated from IL,PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3128,2012,Kris Humphries,Nets,strained left calf (DNP) (P),PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3129,2012,Kris Humphries,Nets,placed on IL with strained left calf (F),PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3130,2012,Kris Humphries,Nets,placed on IL with sore left shoulder,PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3131,2012,Kris Humphries,Nets,activated from IL,PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3132,2012,Kris Humphries,Nets,bruised right big toe (DNP),PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3133,2012,Kris Humphries,Nets,placed on IL with abdominal injury,PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3134,2012,Kris Humphries,Nets,activated from IL,PF,26,62,62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,323,671,0.481,0,0,NA,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,8,38,41.451,34.87,0.23
3135,2012,Kurt Thomas,Blazers,placed on IL with concussion,C,39,53,3,803,9.5,0.483,0,0.127,5.5,22.1,13.7,8.7,1.6,3,15.8,11.2,0.2,0.9,1.1,0.067,-3.7,2.4,-1.3,0.1,73,157,0.465,0,0,NA,73,157,0.465,0.465,14,20,0.7,39,149,188,46,24,31,31,123,160,2,3,17.857,15.15,0.13
3136,2012,Kurt Thomas,Blazers,activated from IL,C,39,53,3,803,9.5,0.483,0,0.127,5.5,22.1,13.7,8.7,1.6,3,15.8,11.2,0.2,0.9,1.1,0.067,-3.7,2.4,-1.3,0.1,73,157,0.465,0,0,NA,73,157,0.465,0.465,14,20,0.7,39,149,188,46,24,31,31,123,160,2,3,17.857,15.15,0.13
3137,2012,Kwame Brown,Warriors,surgery to repair torn pectoralis major muscle in chest,C,29,9,3,187,11.1,0.519,0,0.85,9.7,24.8,17.3,3.2,2.2,0,20.3,17,-0.1,0.2,0.1,0.031,-4.7,-1.5,-6.2,-0.2,21,40,0.525,0,0,NA,21,40,0.525,0.525,15,34,0.441,16,41,57,4,8,0,14,21,57,2,14,11.765,20.78,0.1
3138,2012,Kwame Brown,Warriors,placed on IL with surgery to repair torn pectoralis major muscle in chest,C,29,9,3,187,11.1,0.519,0,0.85,9.7,24.8,17.3,3.2,2.2,0,20.3,17,-0.1,0.2,0.1,0.031,-4.7,-1.5,-6.2,-0.2,21,40,0.525,0,0,NA,21,40,0.525,0.525,15,34,0.441,16,41,57,4,8,0,14,21,57,2,14,11.765,20.78,0.1
3139,2012,Kyle Korver,Bulls,rest (DNP),SG,30,65,7,1469,13.6,0.6,0.658,0.16,2,9.9,6,11.7,1.3,0.7,10.7,15.3,3.1,2.1,5.3,0.172,2.5,0,2.5,1.7,178,412,0.432,118,271,0.435,60,141,0.426,0.575,55,66,0.833,26,133,159,112,36,15,53,110,529,1,41,6.536,22.6,0.04
3140,2012,Kyle Lowry,Rockets,hernia (DNP),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3141,2012,Kyle Lowry,Rockets,surgery to repair sports hernia (out indefinitely),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3142,2012,Kyle Lowry,Rockets,bacterial/sinus infection (DNP) (F),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3143,2012,Kyle Lowry,Rockets,hernia (out for season),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3144,2012,Kyle Lowry,Rockets,placed on IL with illness / bacterial infection,PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3145,2012,Kyle Lowry,Rockets,bruised right foot (DTD),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3146,2012,Kyle Lowry,Rockets,activated from IL (P),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3147,2012,Kyle Lowry,Rockets,bacterial infection (DNP) (F),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3148,2012,Kyle Lowry,Rockets,bruised right foot (DTD),PG,25,47,38,1510,18.8,0.558,0.411,0.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22,3.3,1.6,4.9,0.156,3.6,0.5,4.1,2.3,210,513,0.409,79,211,0.374,131,302,0.434,0.486,171,198,0.864,37,176,213,310,73,14,130,133,670,9,44,40.909,32.13,0.28
3149,2012,Kyrie Irving,Cavaliers,fractured left index finger (out indefinitely),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3150,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3151,2012,Kyrie Irving,Cavaliers,placed on IL with concussion,PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3152,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3153,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3154,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3155,2012,Kyrie Irving,Cavaliers,activated from IL,PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3156,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3157,2012,Kyrie Irving,Cavaliers,concussion (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3158,2012,Kyrie Irving,Cavaliers,illness (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3159,2012,Kyrie Irving,Cavaliers,surgery to repair broken right hand (out indefinitely),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3160,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3161,2012,Kyrie Irving,Cavaliers,broken right hand (out indefinitely),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3162,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3163,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3164,2012,Kyrie Irving,Cavaliers,rest (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3165,2012,Kyrie Irving,Cavaliers,placed on IL with fractured left index finger,PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3166,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3167,2012,Kyrie Irving,Cavaliers,activated from IL,PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3168,2012,Kyrie Irving,Cavaliers,sprained right shoulder (DNP),PG,19,51,51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,20,68,69.686,30.55,0.65
3169,2012,Kyrylo Fesenko,Pacers,stomach flu (DNP),C,25,3,0,17,29.8,0.524,0,1.2,13.3,46,29.8,9.5,6.2,0,0,20.4,0.1,0.1,0.1,0.374,1.9,3.1,5,0,2,5,0.4,0,0,NA,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,4,17,19.608,5.67,0.71
3170,2012,Kyrylo Fesenko,Pacers,placed on IL,C,25,3,0,17,29.8,0.524,0,1.2,13.3,46,29.8,9.5,6.2,0,0,20.4,0.1,0.1,0.1,0.374,1.9,3.1,5,0,2,5,0.4,0,0,NA,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,4,17,19.608,5.67,0.71
3171,2012,Kyrylo Fesenko,Pacers,placed on IL,C,25,3,0,17,29.8,0.524,0,1.2,13.3,46,29.8,9.5,6.2,0,0,20.4,0.1,0.1,0.1,0.374,1.9,3.1,5,0,2,5,0.4,0,0,NA,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,4,17,19.608,5.67,0.71
3172,2012,Kyrylo Fesenko,Pacers,activated from IL,C,25,3,0,17,29.8,0.524,0,1.2,13.3,46,29.8,9.5,6.2,0,0,20.4,0.1,0.1,0.1,0.374,1.9,3.1,5,0,2,5,0.4,0,0,NA,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,4,17,19.608,5.67,0.71
